,DIAGNOSIS_CODE,DIAGNOSIS_NAME,STD_INDICATOR,APPROVED_INDICATOR,CREATE_DATE,INPUT_CODE,INPUT_CODE_WB,DIAGNOSIS_DICT,DISEASE_SORT,CODE_VERSION
2857,H34.801,视网膜中央静脉阻塞,1,1,29-9月 -15,SWMZYJMZ,,,,ICD10_15
2858,H34.802,视网膜静脉阻塞,1,1,29-9月 -15,SWMJMZS,,,,ICD10_15
2864,H35.002,视网膜病,1,1,29-9月 -15,SWMB,,,,ICD10_15
2869,H35.006,伊尔斯病(Eales),1,1,29-9月 -15,YESBEALE,,,,ICD10_15
2870,H35.006,视网膜静脉周围炎,1,1,29-9月 -15,SWMJMZWY,,,,ICD10_15
2871,H35.006,青年复发性视网膜出血,1,1,29-9月 -15,QNFFXSWM,,,,ICD10_15
2873,H35.009,高血压性视网膜病,1,1,29-9月 -15,GXYXSWMB,,,,ICD10_15
2885,H35.301,视网膜黄斑变性,1,1,29-9月 -15,SWMHBBX,,,,ICD10_15
2886,H35.302,视网膜黄斑病变,1,1,29-9月 -15,SWMHBBB,,,,ICD10_15
2887,H35.303,视网膜黄斑前膜,1,1,29-9月 -15,SWMHBQM,,,,ICD10_15
2889,H35.306,视网膜黄斑裂孔,1,1,29-9月 -15,SWMHBLK,,,,ICD10_15
2890,H35.307,玻璃体黄斑牵引综合征,1,1,29-9月 -15,BLTHBQYZ,,,,ICD10_15
2892,H35.401,视网膜周边变性,1,1,29-9月 -15,SWMZBBX,,,,ICD10_15
2893,H35.402,视网膜变性,1,1,29-9月 -15,SWMBX,,,,ICD10_15
2894,H35.501,视网膜色素变性,1,1,29-9月 -15,SWMSSBX,,,,ICD10_15
2899,H35.601,黄斑出血,1,1,29-9月 -15,HBCX,,,,ICD10_15
2900,H35.602,视网膜出血,1,1,29-9月 -15,SWMCX,,,,ICD10_15
2901,H35.603,眼底出血,1,1,29-9月 -15,YDCX,,,,ICD10_15
2902,H35.701,中心性浆液性脉络膜视网膜病变,1,1,29-9月 -15,ZXXJYXML,,,,ICD10_15
2903,H35.702,中心性浆液性视网膜病变,1,1,29-9月 -15,ZXXJYXSW,,,,ICD10_15
2904,H35.801,视网膜萎缩,1,1,29-9月 -15,SWMWS,,,,ICD10_15
2910,H35.807,黄斑水肿,1,1,29-9月 -15,HBSZ,,,,ICD10_15
2913,H35.814,眼缺血综合征,1,1,29-9月 -15,YQXZHZ,,,,ICD10_15
2916,H40.001,青光眼睫状体炎综合征,1,1,29-9月 -15,QGYJZTYZ,,,,ICD10_15
2917,H40.002,眼内压高,1,1,29-9月 -15,YNYG,,,,ICD10_15
2919,H40.004,青光眼临床前期,1,1,29-9月 -15,QGYLCQQ,,,,ICD10_15
2921,H40.102,开角型青光眼,1,1,29-9月 -15,KJXQGY,,,,ICD10_15
2926,H40.201,急性青光眼,1,1,29-9月 -15,JXQGY,,,,ICD10_15
2927,H40.202,闭角型青光眼,1,1,29-9月 -15,BJXQGY,,,,ICD10_15
2929,H40.204,急性闭角型青光眼,1,1,29-9月 -15,JXBJXQGY,,,,ICD10_15
2931,H40.206,原发性闭角型青光眼,1,1,29-9月 -15,YFXBJXQG,,,,ICD10_15
2933,J62.801,矽肺,1,1,29-9月 -15,XF,,,,ICD10_15
2937,J62.805,矽肺性肺纤维化,1,1,29-9月 -15,XFXFXWH,,,,ICD10_15
2949,J67.902,过敏性肺泡炎,1,1,29-9月 -15,GMXFPY,,,,ICD10_15
2952,J69.001,吸入性肺炎,1,1,29-9月 -15,XRXFY,,,,ICD10_15
2956,J70.001,放射性肺炎,1,1,29-9月 -15,FSXFY,,,,ICD10_15
2959,J80  01,急性呼吸窘迫综合征(ARDS),1,1,29-9月 -15,JXHXJPZH,,,,ICD10_15
2960,J80  01,成人肺透明膜病,1,1,29-9月 -15,CRFTMMB,,,,ICD10_15
2961,J80  01,创伤性湿肺,1,1,29-9月 -15,CSXSF,,,,ICD10_15
2965,J81  01,肺水肿,1,1,29-9月 -15,FSZ,,,,ICD10_15
2966,J81  02,急性肺水肿,1,1,29-9月 -15,JXFSZ,,,,ICD10_15
2974,J84.101,肺间质纤维化,1,1,29-9月 -15,FJZXWH,,,,ICD10_15
2975,J84.102,Hamman-Rich综合征,1,1,29-9月 -15,HAMMANRI,,,,ICD10_15
2976,J84.102,特发性肺间质纤维化,1,1,29-9月 -15,TFXFJZXW,,,,ICD10_15
2979,J84.106,肺肉芽肿,1,1,29-9月 -15,FRYZ,,,,ICD10_15
2980,J84.107,肺硬化,1,1,29-9月 -15,FYH,,,,ICD10_15
2981,J84.108,机化性肺炎,1,1,29-9月 -15,JHXFY,,,,ICD10_15
2983,J84.802,肺弥漫性间质病变,1,1,29-9月 -15,FMMXJZBB,,,,ICD10_15
2986,J84.901,间质性肺炎,1,1,29-9月 -15,JZXFY,,,,ICD10_15
2989,J85.201,肺脓肿,1,1,29-9月 -15,FNZ,,,,ICD10_15
2990,J85.301,纵隔脓肿,1,1,29-9月 -15,ZGNZ,,,,ICD10_15
2991,J86.001,支气管瘘,1,1,29-9月 -15,ZQGL,,,,ICD10_15
2993,J86.003,胸壁窦道,1,1,29-9月 -15,XBDD,,,,ICD10_15
2994,J86.004,支气管胸膜瘘,1,1,29-9月 -15,ZQGXML,,,,ICD10_15
2996,J86.006,食管气管瘘,1,1,29-9月 -15,SGQGL,,,,ICD10_15
3006,J86.901,脓胸,1,1,29-9月 -15,NX,,,,ICD10_15
3007,J86.902,脓气胸,1,1,29-9月 -15,NQX,,,,ICD10_15
3009,J90  01,渗出性胸膜炎,1,1,29-9月 -15,SCXXMY,,,,ICD10_15
3011,J90  03,包裹性胸膜炎,1,1,29-9月 -15,BGXXMY,,,,ICD10_15
3013,J92.901,胸膜肥厚,1,1,29-9月 -15,XMFH,,,,ICD10_15
3015,J93.101,自发性气胸,1,1,29-9月 -15,ZFXQX,,,,ICD10_15
3017,J93.901,气胸,1,1,29-9月 -15,QX,,,,ICD10_15
3018,J94.201,血气胸,1,1,29-9月 -15,XQX,,,,ICD10_15
3019,J94.202,血胸,1,1,29-9月 -15,XX,,,,ICD10_15
3020,J94.801,胸膜炎性粘连,1,1,29-9月 -15,XMYXNL,,,,ICD10_15
3021,J94.802,胸膜钙化,1,1,29-9月 -15,XMGH,,,,ICD10_15
3022,J94.803,胸腔积液,1,1,29-9月 -15,XQJY,,,,ICD10_15
3023,J94.804,液气胸,1,1,29-9月 -15,YQX,,,,ICD10_15
3025,J94.806,胸膜不典型增生,1,1,29-9月 -15,XMBDXZS,,,,ICD10_15
3029,J95.002,气管造口术后气管-食管瘘,1,1,29-9月 -15,QGZKSHQG,,,,ICD10_15
3038,J96.001,急性呼吸衰竭,1,1,29-9月 -15,JXHXSJ,,,,ICD10_15
3039,J96.102,慢性呼吸衰竭,1,1,29-9月 -15,MXHXSJ,,,,ICD10_15
3040,J96.901,呼吸衰竭,1,1,29-9月 -15,HXSJ,,,,ICD10_15
3041,J98.001,支气管息肉,1,1,29-9月 -15,ZQGXR,,,,ICD10_15
3043,J98.003,支气管狭窄,1,1,29-9月 -15,ZQGXZ,,,,ICD10_15
3048,J98.008,主支气管吻合口狭窄,1,1,29-9月 -15,ZZQGWHKX,,,,ICD10_15
3051,J98.101,肺不张,1,1,29-9月 -15,FBZ,,,,ICD10_15
3052,J98.102,肺萎陷,1,1,29-9月 -15,FWX,,,,ICD10_15
3053,J98.103,肺中叶综合征,1,1,29-9月 -15,FZYZHZ,,,,ICD10_15
3054,J98.201,纵隔气肿,1,1,29-9月 -15,ZGQZ,,,,ICD10_15
3071,C48.001,腹膜后恶性肿瘤,1,1,29-9月 -15,FMHEXZL,,,,ICD10_15
3072,C48.101,肠系膜恶性肿瘤,1,1,29-9月 -15,CXMEXZL,,,,ICD10_15
3075,C48.201,腹膜恶性肿瘤,1,1,29-9月 -15,FMEXZL,,,,ICD10_15
3076,C49.001,头部结缔组织恶性肿瘤,1,1,29-9月 -15,TBJDZZEX,,,,ICD10_15
3077,C49.002,颞部结缔组织恶性肿瘤,1,1,29-9月 -15,NBJDZZEX,,,,ICD10_15
3085,C49.101,上肢结缔组织恶性肿瘤,1,1,29-9月 -15,SZJDZZEX,,,,ICD10_15
3093,C49.401,腹壁结缔组织恶性肿瘤,1,1,29-9月 -15,FBJDZZEX,,,,ICD10_15
3094,C49.402,腹部结缔组织恶性肿瘤,1,1,29-9月 -15,FBJDZZEX,,,,ICD10_15
3106,C49.901,淋巴管恶性肿瘤,1,1,29-9月 -15,LBGEXZL,,,,ICD10_15
3107,C49.902,结缔组织恶性肿瘤,1,1,29-9月 -15,JDZZEXZL,,,,ICD10_15
3112,C50.401,乳房外上限恶性肿瘤,1,1,29-9月 -15,RFWSXEXZ,,,,ICD10_15
3113,C50.501,乳房外下限恶性肿瘤,1,1,29-9月 -15,RFWXXEXZ,,,,ICD10_15
3120,C50.901,乳腺恶性肿瘤,1,1,29-9月 -15,RXEXZL,,,,ICD10_15
3123,C50.904,隐匿性乳腺癌,1,1,29-9月 -15,YNXRXA,,,,ICD10_15
3128,C51.901,外阴恶性肿瘤,1,1,29-9月 -15,WYEXZL,,,,ICD10_15
3129,C52  01,阴道恶性肿瘤,1,1,29-9月 -15,YDEXZL,,,,ICD10_15
3131,C53.901,子宫颈恶性肿瘤,1,1,29-9月 -15,ZGJEXZL,,,,ICD10_15
3134,C54.101,子宫内膜恶性肿瘤,1,1,29-9月 -15,ZGNMEXZL,,,,ICD10_15
3137,C55  01,子宫恶性肿瘤,1,1,29-9月 -15,ZGEXZL,,,,ICD10_15
3138,C56  01,卵巢恶性肿瘤,1,1,29-9月 -15,LCEXZL,,,,ICD10_15
3140,C57.001,输卵管恶性肿瘤,1,1,29-9月 -15,SLGEXZL,,,,ICD10_15
3144,C57.401,子宫附件恶性肿瘤,1,1,29-9月 -15,ZGFJEXZL,,,,ICD10_15
3156,C60.901,阴茎恶性肿瘤,1,1,29-9月 -15,YJEXZL,,,,ICD10_15
3157,C61  01,前列腺恶性肿瘤,1,1,29-9月 -15,QLXEXZL,,,,ICD10_15
3159,C62.101,睾丸恶性肿瘤,1,1,29-9月 -15,GWEXZL,,,,ICD10_15
3164,C64  01,肾恶性肿瘤,1,1,29-9月 -15,SEXZL,,,,ICD10_15
3166,E23.604,垂体囊肿,1,1,29-9月 -15,CTNZ,,,,ICD10_15
3169,E23.607,垂体危象,1,1,29-9月 -15,CTWX,,,,ICD10_15
3173,E23.611,垂体肿物,1,1,29-9月 -15,CTZW,,,,ICD10_15
3181,E24.301,异位性促肾上腺皮质激素综合征,1,1,29-9月 -15,YWXCSSXP,,,,ICD10_15
3182,E24.301,异位ACTH综合征,1,1,29-9月 -15,YWACTHZH,,,,ICD10_15
3184,E24.901,库欣综合征,1,1,29-9月 -15,KXZHZ,,,,ICD10_15
3186,E25.002,先天性肾上腺增生,1,1,29-9月 -15,XTXSSXZS,,,,ICD10_15
3192,E25.901,肾上腺性征综合征,1,1,29-9月 -15,SSXXZZHZ,,,,ICD10_15
3195,E26.002,Conn综合征,1,1,29-9月 -15,CONNZHZ,,,,ICD10_15
3196,E26.002,原发性醛固酮增多症,1,1,29-9月 -15,YFXQGTZD,,,,ICD10_15
3198,E26.102,Gitelman综合征,1,1,29-9月 -15,GITELMAN,,,,ICD10_15
3199,E26.801,Bartter综合征,1,1,29-9月 -15,BARTTERZ,,,,ICD10_15
3200,E26.801,巴特尔综合征,1,1,29-9月 -15,BTEZHZ,,,,ICD10_15
3201,E26.801,先天性醛固酮过多症,1,1,29-9月 -15,XTXQGTGD,,,,ICD10_15
3202,E26.901,醛固酮增多症,1,1,29-9月 -15,QGTZDZ,,,,ICD10_15
3204,E27.101,慢性肾上腺皮质功能减退症,1,1,29-9月 -15,MXSSXPZG,,,,ICD10_15
3205,E27.101,艾迪生病,1,1,29-9月 -15,ADSB,,,,ICD10_15
3206,E27.101,Addison病,1,1,29-9月 -15,ADDISONB,,,,ICD10_15
3207,E27.201,肾上腺危象,1,1,29-9月 -15,SSXWX,,,,ICD10_15
3211,E27.402,肾上腺皮质功能减退,1,1,29-9月 -15,SSXPZGNJ,,,,ICD10_15
3213,E27.801,肾上腺囊肿,1,1,29-9月 -15,SSXNZ,,,,ICD10_15
3214,E27.802,肾上腺皮质增生,1,1,29-9月 -15,SSXPZZS,,,,ICD10_15
3217,E27.805,肾上腺增生,1,1,29-9月 -15,SSXZS,,,,ICD10_15
3218,E27.806,肾上腺肿物,1,1,29-9月 -15,SSXZW,,,,ICD10_15
3222,E28.201,多囊卵巢综合征,1,1,29-9月 -15,DNLCZHZ,,,,ICD10_15
3223,E28.201,Stein-Leventhal综合征,1,1,29-9月 -15,STEINLEV,,,,ICD10_15
3225,E28.302,卵巢功能减退,1,1,29-9月 -15,LCGNJT,,,,ICD10_15
3226,E28.303,女性性腺功能低下,1,1,29-9月 -15,NXXXGNDX,,,,ICD10_15
3230,E29.103,男性性腺功能低下,1,1,29-9月 -15,NXXXGNDX,,,,ICD10_15
3240,E31.901,多发性内分泌腺病,1,1,29-9月 -15,DFXNFMXB,,,,ICD10_15
3242,E32.001,胸腺增生,1,1,29-9月 -15,XXZS,,,,ICD10_15
3244,E32.801,胸腺囊肿,1,1,29-9月 -15,XXNZ,,,,ICD10_15
3246,E34.001,类癌瘤综合征,1,1,29-9月 -15,LALZHZ,,,,ICD10_15
3257,E40  01,恶性营养不良(夸希奥科病),1,1,29-9月 -15,EXYYBLKX,,,,ICD10_15
3258,E41  01,营养性消瘦,1,1,29-9月 -15,YYXXS,,,,ICD10_15
3259,E43  01,重度蛋白质能量性营养不良,1,1,29-9月 -15,CDDBZNLX,,,,ICD10_15
3262,E44.001,中度营养不良,1,1,29-9月 -15,ZDYYBL,,,,ICD10_15
3263,E44.101,轻度营养不良,1,1,29-9月 -15,QDYYBL,,,,ICD10_15
3266,E46  02,营养不良,1,1,29-9月 -15,YYBL,,,,ICD10_15
3268,E46  04,低蛋白性营养不良,1,1,29-9月 -15,DDBXYYBL,,,,ICD10_15
3277,E51.101,脚气病,1,1,29-9月 -15,JQB,,,,ICD10_15
3278,E51.201+G32.801*,韦尼克脑病,1,1,29-9月 -15,WNKNB,,,,ICD10_15
3279,E51.201+G32.801*,Wernicke脑病,1,1,29-9月 -15,WERNICKE,,,,ICD10_15
3288,I60.802,脑动静脉畸形破裂蛛网膜下腔出血,1,1,29-9月 -15,NDJMJXPL,,,,ICD10_15
3289,I60.901,脑动脉瘤破裂,1,1,29-9月 -15,NDMLPL,,,,ICD10_15
3290,I60.902,蛛网膜下腔出血,1,1,29-9月 -15,ZWMXQCX,,,,ICD10_15
3291,I60.903,蛛网膜出血,1,1,29-9月 -15,ZWMCX,,,,ICD10_15
3292,I60.904+H45.001*,蛛网膜下腔出血合并玻璃体出血,1,1,29-9月 -15,ZWMXQCXH,,,,ICD10_15
3293,I60.904+H45.001*,Terson综合征,1,1,29-9月 -15,TERSONZH,,,,ICD10_15
3296,I61.003,基底节出血,1,1,29-9月 -15,JDJCX,,,,ICD10_15
3301,I61.101,脑叶出血,1,1,29-9月 -15,NYCX,,,,ICD10_15
3302,I61.102,额叶出血,1,1,29-9月 -15,EYCX,,,,ICD10_15
3303,I61.103,颞叶出血,1,1,29-9月 -15,NYCX,,,,ICD10_15
3304,I61.104,顶叶出血,1,1,29-9月 -15,DYCX,,,,ICD10_15
3305,I61.105,枕叶出血,1,1,29-9月 -15,ZYCX,,,,ICD10_15
3308,I61.302,丘脑出血,1,1,29-9月 -15,QNCX,,,,ICD10_15
3309,I61.303,脑干出血,1,1,29-9月 -15,NGCX,,,,ICD10_15
3311,I61.401,小脑出血,1,1,29-9月 -15,XNCX,,,,ICD10_15
3312,I61.501,脑室出血,1,1,29-9月 -15,NSCX,,,,ICD10_15
3314,I61.601,脑内出血(多处),1,1,29-9月 -15,NNCXDC,,,,ICD10_15
3315,I61.901,脑出血,1,1,29-9月 -15,NCX,,,,ICD10_15
3318,I61.904,脑血肿,1,1,29-9月 -15,NXZ,,,,ICD10_15
3319,I62.001,慢性硬膜下血肿,1,1,29-9月 -15,MXYMXXZ,,,,ICD10_15
3320,I62.002,非创伤性硬脑膜下血肿,1,1,29-9月 -15,FCSXYNMX,,,,ICD10_15
3321,I62.003,陈旧性硬膜下血肿,1,1,29-9月 -15,CJXYMXXZ,,,,ICD10_15
3322,I62.101,非创伤性硬膜外血肿,1,1,29-9月 -15,FCSXYMWX,,,,ICD10_15
3323,I62.901,非创伤性颅内出血,1,1,29-9月 -15,FCSXLNCX,,,,ICD10_15
3325,I63.202,椎动脉闭塞引起的脑梗死,1,1,29-9月 -15,ZDMBSYQD,,,,ICD10_15
3327,I63.301,血栓性偏瘫,1,1,29-9月 -15,XSXPT,,,,ICD10_15
3330,I63.401,脑栓塞性偏瘫,1,1,29-9月 -15,NSSXPT,,,,ICD10_15
3332,I63.403,脑栓塞,1,1,29-9月 -15,NSS,,,,ICD10_15
3336,I63.801,脑干梗死,1,1,29-9月 -15,NGGS,,,,ICD10_15
3337,I63.802,出血性脑梗死,1,1,29-9月 -15,CXXNGS,,,,ICD10_15
3338,I63.901,脑梗死,1,1,29-9月 -15,NGS,,,,ICD10_15
3339,I63.902,腔隙性脑梗死,1,1,29-9月 -15,QXXNGS,,,,ICD10_15
3340,I63.903,多发性脑梗死,1,1,29-9月 -15,DFXNGS,,,,ICD10_15
3341,I63.904,小脑梗死,1,1,29-9月 -15,XNGS,,,,ICD10_15
3342,I64  01,急性偏瘫,1,1,29-9月 -15,JXPT,,,,ICD10_15
3344,I64  03,脑血管意外,1,1,29-9月 -15,NXGYW,,,,ICD10_15
3345,I64  04,脑卒中,1,1,29-9月 -15,NZZ,,,,ICD10_15
3347,I65.001,椎动脉狭窄,1,1,29-9月 -15,ZDMXZ,,,,ICD10_15
3351,I65.103,基底动脉栓塞,1,1,29-9月 -15,JDDMSS,,,,ICD10_15
3352,I65.201,颈内动脉闭塞,1,1,29-9月 -15,JNDMBS,,,,ICD10_15
3353,I65.202,颈动脉狭窄,1,1,29-9月 -15,JDMXZ,,,,ICD10_15
3354,I65.203,颈内动脉狭窄,1,1,29-9月 -15,JNDMXZ,,,,ICD10_15
3355,I65.204,颈总动脉狭窄,1,1,29-9月 -15,JZDMXZ,,,,ICD10_15
3356,I65.205,颈动脉闭塞,1,1,29-9月 -15,JDMBS,,,,ICD10_15
3357,I65.206,颈内动脉血栓形成,1,1,29-9月 -15,JNDMXSXC,,,,ICD10_15
3359,I65.208,颈总动脉闭塞,1,1,29-9月 -15,JZDMBS,,,,ICD10_15
3361,I66.001,大脑中动脉闭塞,1,1,29-9月 -15,DNZDMBS,,,,ICD10_15
3370,I66.903,大脑动脉闭塞,1,1,29-9月 -15,DNDMBS,,,,ICD10_15
3371,I66.904,大脑动脉狭窄,1,1,29-9月 -15,DNDMXZ,,,,ICD10_15
3372,I67.101,大脑动脉瘤,1,1,29-9月 -15,DNDML,,,,ICD10_15
3373,I67.102,前交通动脉瘤,1,1,29-9月 -15,QJTDML,,,,ICD10_15
3374,I67.103,颅内动脉瘤,1,1,29-9月 -15,LNDML,,,,ICD10_15
3375,I67.104,后交通动脉瘤,1,1,29-9月 -15,HJTDML,,,,ICD10_15
3376,I67.105,脑基底动脉瘤,1,1,29-9月 -15,NJDDML,,,,ICD10_15
3378,I67.107,脑动静脉瘘,1,1,29-9月 -15,NDJML,,,,ICD10_15
3380,I67.109,小脑动脉瘤,1,1,29-9月 -15,XNDML,,,,ICD10_15
3382,I67.201,脑动脉硬化,1,1,29-9月 -15,NDMYH,,,,ICD10_15
3383,I67.203,动脉硬化性脑病,1,1,29-9月 -15,DMYHXNB,,,,ICD10_15
3386,I67.401,高血压性脑病,1,1,29-9月 -15,GXYXNB,,,,ICD10_15
3387,I67.501,脑底异常血管网病,1,1,29-9月 -15,NDYCXGWB,,,,ICD10_15
3388,I67.501,牟雅牟雅病,1,1,29-9月 -15,MYMYB,,,,ICD10_15
3389,I67.501,Moyamoya病,1,1,29-9月 -15,MOYAMOYA,,,,ICD10_15
3390,I67.501,烟雾病,1,1,29-9月 -15,YWB,,,,ICD10_15
3391,I67.601,颅内静脉窦血栓形成,1,1,29-9月 -15,LNJMDXSX,,,,ICD10_15
3395,I67.801,闭塞性脑血管病,1,1,29-9月 -15,BSXNXGB,,,,ICD10_15
3396,I67.802,缺血性脑血管病,1,1,29-9月 -15,QXXNXGB,,,,ICD10_15
3397,I67.803,脑供血不足,1,1,29-9月 -15,NGXBZ,,,,ICD10_15
3399,I67.805,急性脑血管病,1,1,29-9月 -15,JXNXGB,,,,ICD10_15
3402,K08.301,牙根存留,1,1,29-9月 -15,YGCL,,,,ICD10_15
3403,K08.302,残冠,1,1,29-9月 -15,CG,,,,ICD10_15
3406,K08.803,牙槽突裂,1,1,29-9月 -15,YCTL,,,,ICD10_15
3410,K08.807,牙痛,1,1,29-9月 -15,YT,,,,ICD10_15
3418,K09.201,上颌骨囊肿,1,1,29-9月 -15,SHGNZ,,,,ICD10_15
3423,K09.803,口腔皮样囊肿,1,1,29-9月 -15,KQPYNZ,,,,ICD10_15
3424,K09.804,口腔粘液腺囊肿,1,1,29-9月 -15,KQNYXNZ,,,,ICD10_15
3426,K09.901,颊部囊肿,1,1,29-9月 -15,JBNZ,,,,ICD10_15
3440,K10.206,牙槽骨坏死,1,1,29-9月 -15,YCGHS,,,,ICD10_15
3444,K10.302,干槽,1,1,29-9月 -15,GC,,,,ICD10_15
3461,K11.202,慢性腮腺炎,1,1,29-9月 -15,MXSXY,,,,ICD10_15
3465,K11.206,急性腮腺炎,1,1,29-9月 -15,JXSXY,,,,ICD10_15
3468,K11.209,化脓性腮腺炎,1,1,29-9月 -15,HNXSXY,,,,ICD10_15
3481,K11.601,腮腺囊肿,1,1,29-9月 -15,SXNZ,,,,ICD10_15
3488,K11.701,口干症,1,1,29-9月 -15,KGZ,,,,ICD10_15
3500,K11.901,腮腺区肿物,1,1,29-9月 -15,SXOZW,,,,ICD10_15
3502,K12.001,阿佛他口腔炎,1,1,29-9月 -15,AFTKQY,,,,ICD10_15
3505,K12.004,口疮,1,1,29-9月 -15,KC,,,,ICD10_15
3507,K12.101,溃疡性口炎,1,1,29-9月 -15,KYXKY,,,,ICD10_15
3509,K12.103,口腔感染,1,1,29-9月 -15,KQGR,,,,ICD10_15
3511,K12.105,口腔(颊)粘膜创伤性溃疡,1,1,29-9月 -15,KQJNMCSX,,,,ICD10_15
3513,K12.107,口腔粘膜溃疡,1,1,29-9月 -15,KQNMKY,,,,ICD10_15
3522,K12.207,颏下区感染,1,1,29-9月 -15,KXOGR,,,,ICD10_15
3526,D25.201,子宫浆膜下平滑肌瘤,1,1,29-9月 -15,ZGJMXPHJ,,,,ICD10_15
3527,D25.901,子宫平滑肌瘤,1,1,29-9月 -15,ZGPHJL,,,,ICD10_15
3528,D25.902,子宫多发性平滑肌瘤,1,1,29-9月 -15,ZGDFXPHJ,,,,ICD10_15
3529,D26.001,子宫颈良性肿瘤,1,1,29-9月 -15,ZGJLXZL,,,,ICD10_15
3531,D26.701,胎盘良性肿瘤,1,1,29-9月 -15,TPLXZL,,,,ICD10_15
3532,D26.901,子宫良性肿瘤,1,1,29-9月 -15,ZGLXZL,,,,ICD10_15
3533,D27  01,卵巢良性肿瘤,1,1,29-9月 -15,LCLXZL,,,,ICD10_15
3535,D28.002,外阴良性肿瘤,1,1,29-9月 -15,WYLXZL,,,,ICD10_15
3537,D28.101,阴道良性肿瘤,1,1,29-9月 -15,YDLXZL,,,,ICD10_15
3538,D28.201,输卵管良性肿瘤,1,1,29-9月 -15,SLGLXZL,,,,ICD10_15
3539,D28.202,子宫韧带良性肿瘤,1,1,29-9月 -15,ZGRDLXZL,,,,ICD10_15
3540,D29.001,龟头良性肿瘤,1,1,29-9月 -15,GTLXZL,,,,ICD10_15
3541,D29.002,阴茎良性肿瘤,1,1,29-9月 -15,YJLXZL,,,,ICD10_15
3543,D29.101,前列腺良性肿瘤,1,1,29-9月 -15,QLXLXZL,,,,ICD10_15
3544,D29.201,睾丸良性肿瘤,1,1,29-9月 -15,GWLXZL,,,,ICD10_15
3546,D29.401,阴囊良性肿瘤,1,1,29-9月 -15,YNLXZL,,,,ICD10_15
3551,D30.001,肾良性肿瘤,1,1,29-9月 -15,SLXZL,,,,ICD10_15
3553,D30.201,输尿管良性肿瘤,1,1,29-9月 -15,SNGLXZL,,,,ICD10_15
3554,D30.301,膀胱良性肿瘤,1,1,29-9月 -15,BGLXZL,,,,ICD10_15
3560,D31.401,虹膜良性肿瘤,1,1,29-9月 -15,HMLXZL,,,,ICD10_15
3563,D31.601,眼眶良性肿瘤,1,1,29-9月 -15,YKLXZL,,,,ICD10_15
3565,D31.901,眼良性肿瘤,1,1,29-9月 -15,YLXZL,,,,ICD10_15
3566,D32.001,脑干脑膜瘤,1,1,29-9月 -15,NGNML,,,,ICD10_15
3567,D32.002,大脑镰旁脑膜瘤,1,1,29-9月 -15,DNLPNML,,,,ICD10_15
3568,D32.003,矢状窦脑膜瘤,1,1,29-9月 -15,SZDNML,,,,ICD10_15
3569,D32.004,蝶骨嵴脑膜瘤,1,1,29-9月 -15,DGJNML,,,,ICD10_15
3570,D32.005,颅后窝脑膜瘤,1,1,29-9月 -15,LHWNML,,,,ICD10_15
3571,D32.006,鞍部脑膜瘤,1,1,29-9月 -15,ABNML,,,,ICD10_15
3572,D32.007,脑室脑膜瘤,1,1,29-9月 -15,NSNML,,,,ICD10_15
3573,D32.008,额叶脑膜瘤,1,1,29-9月 -15,EYNML,,,,ICD10_15
3574,D32.009,顶叶脑膜瘤,1,1,29-9月 -15,DYNML,,,,ICD10_15
3575,D32.010,小脑脑膜瘤,1,1,29-9月 -15,XNNML,,,,ICD10_15
3577,D32.012,颞叶脑膜瘤,1,1,29-9月 -15,NYNML,,,,ICD10_15
3578,D32.013,颅窝脑膜瘤,1,1,29-9月 -15,LWNML,,,,ICD10_15
3581,D32.016,小脑幕脑膜瘤,1,1,29-9月 -15,XNMNML,,,,ICD10_15
3583,D32.018,鞍结节脑膜瘤,1,1,29-9月 -15,AJJNML,,,,ICD10_15
3587,D32.022,枕叶脑膜瘤,1,1,29-9月 -15,ZYNML,,,,ICD10_15
3589,D32.024,嗅沟脑膜瘤,1,1,29-9月 -15,XGNML,,,,ICD10_15
3592,D32.027,海绵窦脑膜瘤,1,1,29-9月 -15,HMDNML,,,,ICD10_15
3596,D32.031,斜坡脑膜瘤,1,1,29-9月 -15,XPNML,,,,ICD10_15
3597,D32.032,桥小脑角脑膜瘤,1,1,29-9月 -15,QXNJNML,,,,ICD10_15
3600,D32.035,颅内多发性脑膜瘤,1,1,29-9月 -15,LNDFXNML,,,,ICD10_15
3607,D32.042,颈部脑膜瘤,1,1,29-9月 -15,JBNML,,,,ICD10_15
3609,D32.101,脊膜良性肿瘤,1,1,29-9月 -15,JMLXZL,,,,ICD10_15
3612,D32.901,脑(脊)膜良性肿瘤,1,1,29-9月 -15,NJMLXZL,,,,ICD10_15
3613,D33.001,脉络丛良性肿瘤,1,1,29-9月 -15,MLCLXZL,,,,ICD10_15
3615,D33.003,枕叶良性肿瘤,1,1,29-9月 -15,ZYLXZL,,,,ICD10_15
3617,D33.005,颞叶良性肿瘤,1,1,29-9月 -15,NYLXZL,,,,ICD10_15
3618,D33.101,小脑良性肿瘤,1,1,29-9月 -15,XNLXZL,,,,ICD10_15
3619,D33.102,脑干良性肿瘤,1,1,29-9月 -15,NGLXZL,,,,ICD10_15
3621,D33.104,第四脑室良性肿瘤,1,1,29-9月 -15,DSNSLXZL,,,,ICD10_15
3623,D33.201,颅内良性肿瘤,1,1,29-9月 -15,LNLXZL,,,,ICD10_15
